PRODUCTO,CANTIDAD,ENTRADA/SALIDA,CONCEPTO,DOCUMENTO,STATUS,CADENA,FECHA DE ENVIO/RECEPCION,GRUPO,COSTO UNIT,MES,A¥O
MACOPAN 30X40,1000,ENTRADA,COMPRA,P04223,STOCK,PEDRO SOTELO,17/04/2024,RESPALDOS,2.89,4,2024
MACOPAN 21.5X28 CM,2000,ENTRADA,COMPRA,P04223,STOCK,PEDRO SOTELO,17/04/2024,RESPALDOS,0.78,4,2024
MARCO 6X8 MOLDURA 4,1000,ENTRADA,COMPRA,P04224,STOCK,MAS MARCOS,14/06/2024,MARCOS,33.36,4,2024
MARCO 8X10 MOLDURA 5,600,ENTRADA,COMPRA,P04225,STOCK,MAS MARCOS,14/06/2024,MARCOS,49.21,4,2024
MARCO 8X10 PLANA 2,700,ENTRADA,COMPRA,P04226,STOCK,BELLO,26/04/2024,MARCOS,7.7,4,2024
MARCO 21.5X28 MOLDURA 38 NEGRO,400,ENTRADA,COMPRA,P04227,STOCK,MAS MARCOS,14/06/2024,MARCOS,29.17,4,2024
MARCO 21.5X28 MOLDURA 38 CHOCOLATE,800,ENTRADA,COMPRA,P04227,STOCK,MAS MARCOS,14/06/2024,MARCOS,29.17,4,2024
RESPALDO 4X6 A 2 CM,1000,ENTRADA,COMPRA,P04228,STOCK,CRISTIAN ARTURO BARCENAS,25/04/2024,RESPALDOS,6.39,4,2024
RESPALDO 6X8 A 4 CM,1000,ENTRADA,COMPRA,P04228,STOCK,CRISTIAN ARTURO BARCENAS,29/04/2024,RESPALDOS,8.83,4,2024
MARCO 4X6 MOLDURA 38,440,ENTRADA,COMPRA,P04229,STOCK,MAS MARCOS,14/06/2024,MARCOS,18.48,4,2024
MARCO 5X7 MOLDURA 38,210,ENTRADA,COMPRA,P04229,STOCK,MAS MARCOS,14/06/2024,MARCOS,19.97,4,2024
MARCO 6X8 MOLDURA 38,550,ENTRADA,COMPRA,P04229,STOCK,MAS MARCOS,14/06/2024,MARCOS,23.84,4,2024
MARCO 30X40 PLANA 2,400,ENTRADA,COMPRA,P04233,STOCK,BELLO,06/06/2024,MARCOS,9.14,4,2024
MARCO 25X25 PLANA 2,400,ENTRADA,COMPRA,P04233,STOCK,BELLO,06/06/2024,MARCOS,8.82,4,2024
MARCO 20X20 PLANA 2,300,ENTRADA,COMPRA,P04233,STOCK,BELLO,06/06/2024,MARCOS,7.83,4,2024
MARCO 30X30 PLANA 2,200,ENTRADA,COMPRA,P04233,STOCK,BELLO,06/06/2024,MARCOS,10.82,4,2024
COMODO BLANCO,68,ENTRADA,COMPRA,P04033,STOCK,JORGE ZARAGOZA,15/04/2024,ORTOPEDIA,195,3,2024
MACHACADOR NYLON,1000,ENTRADA,COMPRA,P04120,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,3,2024
CONTENEDOR D - LT1B059,10000,ENTRADA,COMPRA,P04236,STOCK,VACA,20/05/2024,CONTENEDORES,5.1,4,2024
LENTE SENCILLO DE 1.00,600,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 1.50,1800,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.00,1800,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.50,1800,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.00,600,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.75,600,ENTRADA,COMPRA,P04237,STOCK,CENTRO LENTE,18/04/2024,LENTE,7,4,2024
CONTENEDOR A - LT1B035,5600,ENTRADA,COMPRA,P04238,STOCK,ENVASES UNIVERSALES,29/05/2024,CONTENEDORES,8.85,4,2024
GANCHO DE PLASTICO PARA ROPA,9000,ENTRADA,COMPRA,P04239,STOCK,PLASTICOS LA OCA,30/04/2024,HOGAR,26,4,2024
PINZA DE HIELO,8000,ENTRADA,COMPRA,P04240,STOCK,NORDITALIA,19/04/2024,UTENSILIOS,7,4,2024
LENTE SENCILLO DE 1.00,600,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 1.50,1200,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.50,600,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.75,1200,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.00,1200,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.50,600,ENTRADA,COMPRA,P04247,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE DE SOL HOMBRE,1440,ENTRADA,COMPRA,P04248,STOCK,CENTRO LENTE,23/04/2024,LENTE,10.5,4,2024
LENTE DE SOL MUJER,768,ENTRADA,COMPRA,P04248,STOCK,CENTRO LENTE,23/04/2024,LENTE,10.5,4,2024
VOLTEADOR RECTO NYLON,2000,ENTRADA,COMPRA,P04250,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
RODILLO,1500,ENTRADA,COMPRA,P04251,STOCK,MARTIN SANCHEZ,22/04/2024,COCINA,17,4,2024
CUCHARA LISA NYLON,1000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,26/04/2024,UTENSILIOS,4.6,4,2024
CUCHARA RANURADA NYLON,1000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,4.6,4,2024
MACHACADOR NYLON,400,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR ABANICO NYLON,1000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,23/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR RECTO NYLON,800,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,4.6,4,2024
CUCHARON ACERO JA,480,ENTRADA,COMPRA,P04253,STOCK,PEONIA DE SAN LUIS,16/04/2024,UTENSILIOS,5.6,4,2024
MARCO 5X7 PLANA 2,360,ENTRADA,COMPRA,P03882,STOCK,BELLO,17/04/2024,MARCOS,6.94,2,2024
CONTENEDOR F-LV1B041,4914,ENTRADA,COMPRA,P04124,STOCK,LUIN,18/04/2024,CONTENEDORES,6.44,3,2024
LENTE DE PLUMA 1.00,8,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 1.25,16,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 1.50,16,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 1.75,8,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.00,16,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.25,16,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.50,24,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.75,8,ENTRADA,COMPRA,P04264,STOCK,CENTRO LENTE,18/04/2024,LENTE,16,4,2024
CUCHARA SOPERA ACERO,12000,ENTRADA,COMPRA,P04255,STOCK,PEONIA DE SAN LUIS,19/04/2024,UTENSILIOS,1.08,4,2024
JABON LIQUIDO 500 ML VARIOS AROMAS,32000,ENTRADA,COMPRA,P04256,STOCK,FAHIM FARAH,07/05/2024,OTROS,11,4,2024
CUCHILLO DE SIERRA MANGO MADERA,24000,ENTRADA,COMPRA,P04257,STOCK,CENTRO,07/05/2024,UTENSILIOS,3.02,4,2024
MARCO 21.5X28 MOLDURA 4,1500,ENTRADA,COMPRA,P04261,STOCK,MAS MARCOS,14/06/2024,MARCOS,30.73,4,2024
MOLCAJETE,170,ENTRADA,COMPRA,P04262,STOCK,OCTAVIO RAMIREZ,30/04/2024,COCINA,105,4,2024
MARCO 6X8 MOLDURA 4,100,ENTRADA,COMPRA,P04265,STOCK,MAS MARCOS,06/05/2024,MARCOS,33.36,4,2024
RESPALDO 6X8 A 4 CM,100,ENTRADA,COMPRA,P04266,STOCK,CRISTIAN ARTURO BARCENAS,03/05/2024,RESPALDOS,8.83,4,2024
CAJA 20 PZAS MICROFIBRA 3B,2158,ENTRADA,COMPRA,P04271,STOCK,CECILIA FARAH,19/04/2024,AUTOS,271,4,2024
"CUCHILLO DE COCINA MANGO MADERA 5""",12000,ENTRADA,COMPRA,P04272,STOCK,ALMET,30/04/2024,UTENSILIOS,6.413757893,4,2024
"CUCHILLO DE COCINA MANGO MADERA 6""",1440,ENTRADA,COMPRA,P04272,STOCK,ALMET,30/04/2024,UTENSILIOS,6.802470492,4,2024
RODILLO PIZZA,500,ENTRADA,COMPRA,P04273,STOCK,MANZANARES,30/05/2024,COCINA,13.8,4,2024
EXPRIMIDOR,5040,ENTRADA,COMPRA,P04183,STOCK,NORDITALIA,19/04/2024,UTENSILIOS,6,4,2024
PINZA PARA ROPA 30 PZAS,2300,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,19/04/2024,HOGAR,6.9,3,2024
MATAMOSCAS PLASTICO,980,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,23/04/2024,HOGAR,2.25,4,2024
EXPRIMIDOR,1200,ENTRADA,COMPRA,P04183,STOCK,NORDITALIA,23/04/2024,UTENSILIOS,6,4,2024
CUCHARA LISA NYLON,2000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,23/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR RECTO NYLON,1000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,23/04/2024,UTENSILIOS,4.6,4,2024
MACHACADOR NYLON,400,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,23/04/2024,UTENSILIOS,4.6,4,2024
JUEGO DE 2 COLADERAS CH Y MD,900,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,23/04/2024,COCINA,7.1,4,2024
VELA CHISPERA INSUMO,15000,ENTRADA,COMPRA,P04274,STOCK,CENTRO,23/04/2024,FIESTA,2.75,4,2024
CORTINA CUADRADA METALICA FIESTA,13200,ENTRADA,COMPRA,P04276,STOCK,CENTRO,24/04/2024,FIESTA,8.5,4,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,442,ENTRADA,COMPRA,P04277,STOCK,CECILIA FARAH,03/05/2024,LIMPIEZA,5.2,4,2024
RELOJ,50,ENTRADA,COMPRA,P04278,STOCK,CENTRO,24/04/2024,HOGAR,69,4,2024
LENTE SENCILLO DE 1.50,1800,ENTRADA,COMPRA,P04279,STOCK,CENTRO LENTE,24/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.00,1800,ENTRADA,COMPRA,P04279,STOCK,CENTRO LENTE,24/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.50,1800,ENTRADA,COMPRA,P04279,STOCK,CENTRO LENTE,24/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.75,1800,ENTRADA,COMPRA,P04279,STOCK,CENTRO LENTE,24/04/2024,LENTE,7,4,2024
CUCHARA ACERO DE SERVICIO 36CM,30000,ENTRADA,COMPRA,P04282,STOCK,PEONIA DE SAN LUIS,30/04/2024,UTENSILIOS,7.53,4,2024
TABLA CUADRADA 20X30,500,ENTRADA,COMPRA,P04283,STOCK,JUAN CARLOS SAVEEDRA,30/04/2024,COCINA,15.55,4,2024
TABLA CUADRADA 25X30,900,ENTRADA,COMPRA,P04283,STOCK,JUAN CARLOS SAVEEDRA,30/04/2024,COCINA,25.2,4,2024
TABLA PALETA 20X35,100,ENTRADA,COMPRA,P04283,STOCK,JUAN CARLOS SAVEEDRA,30/04/2024,COCINA,19.45,4,2024
LENTE DE SOL HOMBRE,312,ENTRADA,COMPRA,P04288,STOCK,CENTRO LENTE,23/04/2024,LENTE,10.5,4,2024
LENTE DE SOL MUJER,312,ENTRADA,COMPRA,P04288,STOCK,CENTRO LENTE,23/04/2024,LENTE,10.5,4,2024
CUBREBOCAS KN 95,2000,ENTRADA,COMPRA,P04290,STOCK,CENTRO,30/04/2024,ORTOPEDIA,2.75,4,2024
MACHACADOR NYLON,2000,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,24/04/2024,UTENSILIOS,4.6,4,2024
EXPRIMIDOR,2520,ENTRADA,COMPRA,P04292,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,6,4,2024
MARCO 4X6 PLANA 3,800,ENTRADA,COMPRA,P04293,STOCK,PEDRO SOTELO,13/05/2024,MARCOS,9.72,4,2024
MARCO 5X7 PLANA 3,1000,ENTRADA,COMPRA,P04293,STOCK,PEDRO SOTELO,13/05/2024,MARCOS,11.42,4,2024
MACHACADOR NYLON,2200,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,26/04/2024,UTENSILIOS,4.6,4,2024
EXPRIMIDOR,120,ENTRADA,COMPRA,P04292,STOCK,NORDITALIA,26/04/2024,UTENSILIOS,6,4,2024
PINZA PARA ROPA 30 PZAS,1596,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,26/04/2024,HOGAR,6.9,3,2024
MARCO 4X6 PLANA 2,1360,ENTRADA,COMPRA,P03827,STOCK,BELLO,26/04/2024,MARCOS,6.36,2,2024
MARCO 5X7 PLANA 2,1160,ENTRADA,COMPRA,P03827,STOCK,BELLO,26/04/2024,MARCOS,6.94,2,2024
MARCO 6X8 PLANA 2,900,ENTRADA,COMPRA,P03827,STOCK,BELLO,26/04/2024,MARCOS,7.49,2,2024
MARCO 5X7 PLANA 3,500,ENTRADA,COMPRA,P03827,STOCK,BELLO,26/04/2024,MARCOS,11.42,2,2024
MARCO 6X8 PLANA 3,480,ENTRADA,COMPRA,P03827,STOCK,BELLO,26/04/2024,MARCOS,11.74,2,2024
CAJA 20 PZAS MICROFIBRA 3B,1800,ENTRADA,COMPRA,P04311,STOCK,CECILIA FARAH,26/04/2024,AUTOS,271,4,2024
JUEGO DE 3 COLADERAS,400,ENTRADA,COMPRA,P04300,STOCK,NORDITALIA,22/05/2024,COCINA,12,4,2024
TENEDOR 2 PUNTAS EXTRA LARGO,100,ENTRADA,COMPRA,P04300,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,16.59,4,2024
CUCHARA LISA NYLON,1500,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR RECTO NYLON,1200,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,4.6,4,2024
MACHACADOR NYLON,3000,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
CODERA,300,ENTRADA,COMPRA,P04302,STOCK,CENTRO,30/04/2024,ORTOPEDIA,17,4,2024
COMODO BLANCO,30,ENTRADA,COMPRA,P04303,STOCK,JORGE ZARAGOZA,20/05/2024,ORTOPEDIA,195,4,2024
SILLA ORTOPEDICA PARA DUCHA,45,ENTRADA,COMPRA,P04303,STOCK,JORGE ZARAGOZA,22/05/2024,ORTOPEDIA,200,4,2024
RESPALDO 4X6 A 2 CM,1000,ENTRADA,COMPRA,P04304,STOCK,CRISTIAN ARTURO BARCENAS,03/05/2024,RESPALDOS,6.39,4,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",6240,ENTRADA,COMPRA,P04305,STOCK,CENTRO,30/04/2024,UTENSILIOS,7.5,4,2024
TAPA R-110,15000,ENTRADA,COMPRA,P04307,STOCK,VACA,13/05/2024,CONTENEDORES,1.1,4,2024
TAPA R-110,15000,ENTRADA,COMPRA,P04308,STOCK,VACA,20/05/2024,CONTENEDORES,1.1,4,2024
LENTE DE PLUMA 1.25,24,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 1.50,24,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 1.75,8,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.00,48,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.25,16,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE DE PLUMA 2.50,16,ENTRADA,COMPRA,P04309,STOCK,CENTRO LENTE,30/04/2024,LENTE,16,4,2024
LENTE SENCILLO DE 1.00,100,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 1.50,2300,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.25,1500,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.50,300,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.00,1800,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04310,STOCK,CENTRO LENTE,30/04/2024,LENTE,7,4,2024
MOLCAJETE,90,ENTRADA,COMPRA,P04312,STOCK,VIRIDIANA,30/04/2024,COCINA,105,4,2024
PINZA DE HIELO,8000,ENTRADA,COMPRA,P04313,STOCK,NORDITALIA,09/05/2024,UTENSILIOS,7,4,2024
JUEGO DE 2 COLADERAS CH Y MD,1100,ENTRADA,COMPRA,P04317,STOCK,NORDITALIA,09/05/2024,COCINA,7.1,4,2024
EXPRIMIDOR,2400,ENTRADA,COMPRA,P04292,STOCK,NORDITALIA,30/04/2024,UTENSILIOS,6,4,2024
MATAMOSCAS PLASTICO,3000,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,30/04/2024,HOGAR,2.25,4,2024
EXPRIMIDOR,2280,ENTRADA,COMPRA,P04319,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,6,4,2024
JUEGO DE 2 COLADERAS CH Y MD,2000,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,02/05/2024,COCINA,7.1,4,2024
TABLA CUADRADA 20X30,800,ENTRADA,COMPRA,P04325,STOCK,JUAN CARLOS SAVEEDRA,20/05/2024,COCINA,15.55,5,2024
TABLA CUADRADA 25X30,760,ENTRADA,COMPRA,P04325,STOCK,JUAN CARLOS SAVEEDRA,20/05/2024,COCINA,25.2,5,2024
TABLA PALETA 20X35,60,ENTRADA,COMPRA,P04325,STOCK,JUAN CARLOS SAVEEDRA,20/05/2024,COCINA,19.45,5,2024
CAJA 20 PZAS MICROFIBRA 3B,445,ENTRADA,COMPRA,P04327,STOCK,CECILIA FARAH,03/05/2024,AUTOS,271,5,2024
MOLCAJETE,90,ENTRADA,COMPRA,P04326,STOCK,VIRIDIANA,09/05/2024,COCINA,105,5,2024
JUEGO DE 2 COLADERAS CH Y MD,400,ENTRADA,COMPRA,P04328,STOCK,NORDITALIA,09/05/2024,COCINA,7.1,5,2024
EXPRIMIDOR,1080,ENTRADA,COMPRA,P04319,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,6,4,2024
VOLTEADOR RECTO NYLON,1200,ENTRADA,COMPRA,P04252,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
CUCHARA LISA NYLON,1500,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
MACHACADOR NYLON,1000,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
PINZA PARA ROPA 30 PZAS,1036,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,03/05/2024,HOGAR,6.9,4,2024
CABESTRILLO GRANDE,150,ENTRADA,COMPRA,P04338,STOCK,PEDRO DEL REY,18/06/2024,ORTOPEDIA,26,5,2024
CABESTRILLO MEDIANO,150,ENTRADA,COMPRA,P04338,STOCK,PEDRO DEL REY,18/06/2024,ORTOPEDIA,26,5,2024
INMOVILIZADOR,50,ENTRADA,COMPRA,P04338,STOCK,PEDRO DEL REY,18/06/2024,ORTOPEDIA,68,5,2024
DONA,200,ENTRADA,COMPRA,P04339,STOCK,PEDRO DEL REY,08/06/2024,ORTOPEDIA,36.11,5,2024
COMPRESA BOLSA PARA AGUA,150,ENTRADA,COMPRA,P04340,STOCK,SUPERCONFORT,07/06/2024,ORTOPEDIA,53,5,2024
BASTON ALEMAN GRIS,300,ENTRADA,COMPRA,P04341,STOCK,MONTOYA,27/05/2024,ORTOPEDIA,33,5,2024
COMODO BLANCO,60,ENTRADA,COMPRA,P04342,STOCK,JORGE ZARAGOZA,26/06/2024,ORTOPEDIA,195,5,2024
CUCHARA SOPERA ACERO,12000,ENTRADA,COMPRA,P04343,STOCK,PEONIA DE SAN LUIS,09/05/2024,UTENSILIOS,1.08,5,2024
TENEDOR ACERO,8400,ENTRADA,COMPRA,P04343,STOCK,PEONIA DE SAN LUIS,09/05/2024,UTENSILIOS,1.08,5,2024
MULETAS JGO 2 PZAS,100,ENTRADA,COMPRA,P04344,STOCK,MIRRIMEX,08/07/2024,ORTOPEDIA,183.08,5,2024
TAPA PARA COMODO,200,ENTRADA,COMPRA,P04349,STOCK,VICAR SANITARIOS,12/07/2024,INSUMOS,69.17,5,2024
EXPRIMIDOR,3600,ENTRADA,COMPRA,P04319,STOCK,NORDITALIA,09/05/2024,UTENSILIOS,6,4,2024
CAJA 20 PZAS MICROFIBRA 3B,1680,ENTRADA,COMPRA,P04354,STOCK,CECILIA FARAH,10/05/2024,AUTOS,271,5,2024
CONTENEDOR F-LV1B041,20076,ENTRADA,COMPRA,P04124,STOCK,LUIN,10/05/2024,CONTENEDORES,6.44,3,2024
VOLTEADOR RECTO NYLON,500,ENTRADA,COMPRA,P04301,STOCK,NORDITALIA,03/05/2024,UTENSILIOS,4.6,4,2024
CONTENEDOR D - LT1B059,10000,ENTRADA,COMPRA,P04236,STOCK,VACA,13/05/2024,CONTENEDORES,5.1,4,2024
PINZA PARA ROPA 30 PZAS,2500,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,13/05/2024,HOGAR,6.9,4,2024
MATAMOSCAS PLASTICO,900,ENTRADA,COMPRA,P04365,STOCK,NORDITALIA,25/05/2024,HOGAR,2,5,2024
JUEGO DE 2 COLADERAS CH Y MD,1800,ENTRADA,COMPRA,P04365,STOCK,NORDITALIA,28/05/2024,COCINA,7.1,5,2024
PINZA PARA ROPA 30 PZAS,960,ENTRADA,COMPRA,P04365,STOCK,NORDITALIA,25/05/2024,HOGAR,7.5,5,2024
MATAMOSCAS PLASTICO,1000,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,07/06/2024,HOGAR,2,5,2024
JUEGO DE 2 COLADERAS CH Y MD,1300,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,11/06/2024,COCINA,7.1,5,2024
PINZA PARA ROPA 30 PZAS,3700,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,25/05/2024,HOGAR,7.5,5,2024
EXPRIMIDOR,3720,ENTRADA,COMPRA,P04367,STOCK,NORDITALIA,01/06/2024,UTENSILIOS,6,5,2024
ANDADERA FIJA ALUMINIO,150,ENTRADA,COMPRA,P04376,STOCK,MEAPAL ORTOPEDIA,21/05/2024,ORTOPEDIA,255,5,2024
SILLA DE RUEDAS IMPORTADA,20,ENTRADA,COMPRA,P04355,STOCK,DMH,15/05/2024,ORTOPEDIA,999,5,2024
CONTENEDOR C - LT1V054,8052,ENTRADA,COMPRA,P04362,STOCK,LUIN,27/05/2024,CONTENEDORES,6.23,5,2024
CONTENEDOR F-LV1B041,8001,ENTRADA,COMPRA,P04362,STOCK,LUIN,27/05/2024,CONTENEDORES,6.44,5,2024
CONTENEDOR B - LT1B053,8000,ENTRADA,COMPRA,P04362,STOCK,LUIN,27/05/2024,CONTENEDORES,9.72,5,2024
CESTO CALADO,3350,ENTRADA,COMPRA,P04371,STOCK,PEONIA DE SAN LUIS,21/05/2024,LIMPIEZA,8.2,5,2024
CESTO CALADO,4256,ENTRADA,COMPRA,P04372,STOCK,PEONIA DE SAN LUIS,21/05/2024,LIMPIEZA,8.2,5,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,3200,ENTRADA,COMPRA,P04373,STOCK,CECILIA FARAH,11/06/2024,LIMPIEZA,5.2,5,2024
LENTE DE SOL HOMBRE,680,ENTRADA,COMPRA,P04356,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
LENTE DE SOL MUJER,460,ENTRADA,COMPRA,P04356,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
LENTE SENCILLO DE 1.00,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 1.50,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.00,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.50,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 3.00,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 3.50,600,ENTRADA,COMPRA,P04357,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
"GLOBO METALICO NUMERO 6 DE 16""",180,ENTRADA,COMPRA,P04358,STOCK,CENTRO,16/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 8 DE 16""",150,ENTRADA,COMPRA,P04358,STOCK,CENTRO,16/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 3 DE 16""",170,ENTRADA,COMPRA,P04358,STOCK,CENTRO,16/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 9 DE 16""",90,ENTRADA,COMPRA,P04358,STOCK,CENTRO,16/05/2024,FIESTA,2.5,5,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",3840,ENTRADA,COMPRA,P04359,STOCK,CENTRO,16/05/2024,UTENSILIOS,7.482717542,5,2024
CUCHILLO DE SIERRA MANGO MADERA,8400,ENTRADA,COMPRA,P04360,STOCK,CENTRO,23/05/2024,UTENSILIOS,3.02,5,2024
DONA,240,ENTRADA,COMPRA,P04361,STOCK,PEDRO DEL REY,20/06/2024,ORTOPEDIA,36.11,5,2024
VELA CHISPERA INSUMO,6000,ENTRADA,COMPRA,P04363,STOCK,CENTRO,16/05/2024,FIESTA,2.75,5,2024
